>CCDC6_ENST00000263102.6,chr10:61548521-61666414
5,179090730,179091002
6,179089325,179089409
7,179087722,179087899
8,179086467,179086651
9,179084013,179084165
10,179081444,179081533
11,179079417,179079590
12,179068462,179078576

>FRK_ENST00000606080.1,chr6:116252312-116381921
1,116381131,116381921
2,116325040,116325161
3,116289739,116289902
4,116288714,116288882
5,116277615,116277773
6,116265407,116265588
7,116264183,116264348
8,116252312,116263788

>ARNT_ENST00000358595.5,chr1:150782181-150849244
1,150849019,150849244
2,150830825,150830936
3,150825238,150825282
4,150818739,150818783
5,150814900,150814944
6,150811917,150812130
7,150808756,150808969
8,150807014,150807116
9,150804810,150804875
10,150804294,150804379
11,150802380,150802456
12,150801569,150801703
13,150799019,150799093
14,150795670,150795821
15,150790396,150790506
16,150789837,150789909
17,150789558,150789678
18,150789264,150789366
19,150788735,150788882
20,150786553,150786715
21,150785648,150785814
22,150782181,150784586

>PER1_ENST00000317276.4,chr17:8043790-8059824
1,8055655,8055753
2,8053750,8054163
3,8053537,8053635
4,8053289,8053443
5,8053073,8053194
6,8052780,8052981
7,8052577,8052628
8,8051962,8052104
9,8051499,8051577
10,8051315,8051421
11,8050992,8051145
12,8050788,8050896
13,8050568,8050699
14,8050215,8050320
15,8049912,8050083
16,8049690,8049820
17,8049276,8049455
18,8048069,8048311
19,8046584,8047194
20,8045967,8046153
21,8045587,8045776
22,8045123,8045273
23,8043790,8044658

>CDX2_ENST00000381020.7,chr13:28536274-28545276
1,28542603,28545276
2,28539007,28539152
3,28536274,28537506

>MNX1_ENST00000252971.6,chr7:156786745-156803345
1,156802354,156803345
2,156799173,156799333
3,156797547,156798567

>CHIC2_ENST00000263921.3,chr4:54875956-54930857
1,54930349,54930857
2,54915418,54915472
3,54915122,54915277
4,54880230,54880286
5,54880004,54880063
6,54875956,54876312

>MDS2_ENST00000374555.3,chr1:23907985-23967058
1,23953824,23954027
2,23954271,23954488
3,23954997,23955087
4,23955971,23956047
5,23965599,23965741
6,23966170,23966285
7,23966879,23967058

>TTL_ENST00000233336.6,chr2:113239731-113299316
1,113239731,113240078
2,113243494,113243572
3,113251720,113251952
4,113258783,113258918
5,113260489,113260758
6,113277859,113278002
7,113286258,113299316

>PTPRR_ENST00000283228.2,chr12:71031853-71314623
1,71314113,71314623
2,71286459,71286757
3,71158445,71158558
4,71155251,71155406
5,71147971,71148081
6,71139598,71139866
7,71094917,71095103
8,71092045,71092129
9,71078484,71078563
10,71077907,71078044
11,71056275,71056385
12,71054720,71054877
13,71050484,71050597
14,71031862,71033057

>BAZ2A_ENST00000551812.1,chr12:56989380-57030600
1,57029966,57030163
2,57011179,57011316
3,57008798,57009391
4,57007737,57007922
5,57006799,57007017
6,57005557,57006030
7,57005357,57005417
8,57004193,57004301
9,57003898,57003999
10,57003520,57003730
11,57000417,57000517
12,57000031,57000096
13,56999614,56999847
14,56998857,56999111
15,56998369,56998583
16,56998001,56998075
17,56997304,56997484
18,56997143,56997202
19,56996497,56996641
20,56995330,56995976
21,56994964,56995186
22,56994727,56994882
23,56994465,56994616
24,56993985,56994274
25,56993748,56993880
26,56993486,56993632
27,56992913,56993142
28,56992652,56992795
29,56989714,56992567

>GOT1_ENST00000370508.5,chr10:101156627-101190381
1,101190205,101190350
2,101180381,101180562
3,101166483,101166606
4,101165894,101166006
5,101165513,101165617
6,101163481,101163631
7,101163226,101163391
8,101162337,101162479
9,101156627,101157443

>FCHO2_ENST00000430046.2,chr5:72251808-72386349
1,72251808,72251956
2,72264325,72264416
3,72285254,72285328
4,72286305,72286446
5,72286539,72286691
6,72302272,72302376
7,72311453,72311551
8,72313039,72313135
9,72330484,72330528
10,72332970,72333042
11,72337118,72337142
12,72347176,72347233
13,72348159,72348334
14,72349987,72349998
15,72350352,72350376
16,72351892,72351934
17,72354260,72354351
18,72359668,72359771
19,72364477,72364606
20,72370569,72370680
21,72373165,72373320
22,72374007,72374139
23,72377610,72377809
24,72378588,72378652
25,72383416,72383580
26,72383895,72386349

>SYK_ENST00000375754.4,chr9:93564069-93660831
1,93564069,93564175
2,93606140,93606597
3,93607716,93607876
4,93624488,93624626
5,93626871,93626949
6,93627330,93627379
7,93629413,93629481
8,93636486,93636573
9,93636954,93637131
10,93639853,93640062
11,93641046,93641235
12,93650031,93650171
13,93650797,93650909
14,93657810,93660831

>DVL2_ENST00000005340.5,chr17:7128660-7137864
1,7137388,7137864
2,7134047,7134116
3,7133604,7133749
4,7133365,7133474
5,7133127,7133262
6,7132907,7132997
7,7132697,7132766
8,7132454,7132593
9,7132288,7132364
10,7131296,7131363
11,7130974,7131102
12,7130723,7130854
13,7130409,7130588
14,7129740,7129958
15,7128660,7129632

>GRHL2_ENST00000251808.3,chr8:102504660-102681954
1,102504660,102505017
2,102555469,102555664
3,102564943,102565010
4,102570647,102571040
5,102582567,102582622
6,102585896,102586052
7,102589636,102589747
8,102611285,102611379
9,102631767,102631925
10,102643865,102643952
11,102644454,102644593
12,102649125,102649156
13,102656359,102656453
14,102661642,102661727
15,102676682,102676746
16,102678817,102681954

>MED15_ENST00000292733.7,chr22:20850200-20941919
1,20861889,20862033
2,20891404,20891491
3,20905723,20905774
4,20907432,20907461
5,20909223,20909435
6,20918737,20918975
7,20920754,20921104
8,20922808,20922918
9,20936898,20937034
10,20937127,20937254
11,20937400,20937534
12,20937617,20937680
13,20938646,20938712
14,20939142,20939302
15,20939388,20939554
16,20940015,20940113
17,20940855,20941919

>NAV1_ENST00000367296.4,chr1:201592411-201796102
1,201617377,201618553
2,201681945,201682047
3,201687518,201687883
4,201749549,201749687
5,201750140,201750437
6,201751304,201751997
7,201752534,201752980
8,201754438,201754479
9,201755557,201755705
10,201757596,201757766
11,201758868,201758920
12,201759682,201759705
13,201759817,201759894
14,201762920,201763003
15,201763594,201763705
16,201772721,201772842
17,201773617,201773625
18,201777081,201777277
19,201777546,201777738
20,201777831,201777999
21,201778292,201778389
22,201778570,201778665
23,201779074,201779233
24,201779651,201779886
25,201780731,201780885
26,201781031,201781102
27,201781593,201781789
28,201782268,201782386
29,201786216,201786413
30,201788965,201796097

>MACF1_ENST00000361689.2,chr1:39546988-39952849
1,39549839,39550110
2,39696854,39696915
3,39715686,39715775
4,39719970,39720047
5,39723608,39723700
6,39747880,39748046
7,39748861,39748973
8,39749081,39749187
9,39749738,39749857
10,39750005,39750100
11,39750755,39750882
12,39750969,39751062
13,39751276,39751430
14,39752958,39753234
15,39757582,39757710
16,39758438,39758515
17,39759130,39759291
18,39760718,39760822
19,39761459,39761554
20,39763292,39763417
21,39765882,39766034
22,39768596,39768750
23,39775242,39775368
24,39775917,39776100
25,39776503,39776672
26,39781185,39781363
27,39782063,39782201
28,39782886,39783079
29,39784125,39784287
30,39785336,39785419
31,39788280,39788387
32,39788582,39788680
33,39789865,39790017
34,39790318,39790406
35,39792890,39793025
36,39815150,39815299
37,39816457,39816690
38,39818679,39818903
39,39823047,39823565
40,39824369,39824545
41,39824813,39824936
42,39826465,39826673
43,39827032,39827349
44,39833820,39833986
45,39835702,39835858
46,39838151,39838268
47,39844133,39844195
48,39844875,39845116
49,39845916,39846045
50,39847625,39847824
51,39851106,39851601
52,39852859,39854330
53,39888046,39888207
54,39888402,39888572
55,39889700,39889866
56,39893127,39893286
57,39893633,39893959
58,39894914,39894998
59,39895499,39895740
60,39896374,39896580
61,39898207,39898326
62,39898720,39898827
63,39900086,39900304
64,39901230,39901433
65,39902154,39902162
66,39903449,39903680
67,39904946,39905172
68,39906675,39906797
69,39906896,39906997
70,39907624,39907725
71,39907819,39907992
72,39908084,39908239
73,39908386,39908583
74,39909118,39909246
75,39910334,39910507
76,39913104,39913259
77,39913364,39913570
78,39913705,39913824
79,39914266,39914435
80,39916724,39916883
81,39917828,39918022
82,39918356,39918484
83,39919379,39919522
84,39920581,39920769
85,39924042,39924162
86,39924758,39924921
87,39926304,39926466
88,39927555,39927709
89,39929284,39929358
90,39934287,39934404
91,39945470,39945681
92,39950273,39950402
93,39951210,39952659

>FGFR2_ENST00000358487.5,chr10:123237848-123357972
1,123357476,123357598
2,123353223,123353481
3,123324952,123325218
4,123324016,123324093
5,123310804,123310973
6,123298106,123298229
7,123279493,123279683
8,123276833,123276977
9,123274631,123274833
10,123263304,123263455
11,123260340,123260461
12,123258009,123258119
13,123256046,123256236
14,123247505,123247627
15,123246868,123246938
16,123244909,123245046
17,123243212,123243317
18,123237855,123239535

>ERBB4_ENST00000342788.4,chr2:212240446-213403565
1,213403173,213403565
2,212989477,212989628
3,212812155,212812341
4,212652750,212652884
5,212615364,212615429
6,212589801,212589919
7,212587118,212587259
8,212578260,212578373
9,212576775,212576901
10,212570043,212570116
11,212568829,212568919
12,212566692,212566891
13,212543777,212543909
14,212537889,212537982
15,212530048,212530202
16,212522479,212522553
17,212495187,212495319
18,212488647,212488769
19,212483902,212484000
20,212426628,212426813
21,212295670,212295825
22,212293133,212293208
23,212288880,212289026
24,212286732,212286829
25,212285166,212285336
26,212252670,212252717
27,212251578,212251875
28,212240446,212248785

>MALT1,chr18:56338875-56415074
1,56338875,56339084
2,56348401,56348568
3,56363597,56363719
4,56367672,56367823
5,56376609,56376788
6,56377207,56377304
7,56378152,56378185
8,56381314,56381341
9,56383166,56383199
10,56390279,56390483
11,56400628,56400806
12,56401538,56401613
13,56402433,56402561
14,56409096,56409246
15,56411569,56411727
16,56412897,56413023
17,56414636,56415074

>TGFBR3,chr1:92149295-92327088
1,92149295,92149414
2,92161228,92161336
3,92163645,92163687
4,92174219,92174340
5,92177799,92178099
6,92181792,92181951
7,92182124,92182265
8,92184868,92185021
9,92185449,92185784
10,92185449,92185787
11,92187511,92187701
12,92193215,92193363
13,92195361,92195530
14,92200332,92200516
15,92224169,92224307
16,92262843,92263028
17,92327027,92327088

>HOMER2,chr15:83518466,83621287
1,83518466,83518655
2,83519902,83519983
3,83520893,83520978
4,83520893,83521004
5,83523395,83523552
6,83523534,83523552
7,83527780,83527887
8,83527780,83527920
9,83532918,83533011
10,83544024,83544156
11,83561436,83561593
12,83621282,83621287

>IQGAP1,chr15:90931573,91043340
1,90931573,90931628
2,90934005,90934056
3,90934005,90934105
4,90969341,90969498
5,90972820,90972898
6,90976950,90977027
7,90982563,90982631
8,90983733,90983847
9,90984737,90984916
10,90986625,90986710
11,90991804,90991968
12,90992790,90992875
13,90996006,90996170
14,90996363,90996524
15,90997659,90997784
16,90999383,90999547
17,91009232,91009323
18,91009278,91009323
19,91009500,91009668
20,91010681,91010824
21,91016071,91016242
22,91016946,91017030
23,91017127,91017199
24,91017295,91017365
25,91017716,91017925
26,91019894,91020050
27,91020298,91020462
28,91020896,91021121
29,91025191,91025332
30,91025428,91025513
31,91026592,91026825
32,91027451,91027584
33,91029261,91029364
34,91030185,91030321
35,91030726,91030814
36,91034564,91034777
37,91035776,91035943
38,91037944,91038067
39,91040463,91040572
40,91043226,91043340

>IQGAP2,chr5:75699370,76003138
1,75699370,75699416
2,75757394,75757494
3,75858220,75858377
4,75866404,75866482
5,75871517,75871594
6,75884730,75884798
7,75885439,75885553
8,75886232,75886411
9,75888662,75888750
10,75893263,75893427
11,75896636,75896797
12,75902003,75902128
13,75902094,75902128
14,75904988,75905004
15,75905039,75905055
16,75906844,75907008
17,75923234,75923325
18,75927683,75927851
19,75932858,75933001
20,75936757,75936928
21,75948574,75948658
22,75950024,75950096
23,75950758,75950828
24,75954283,75954492
25,75960850,75961000
26,75964505,75964669
27,75967583,75967808
28,75969273,75969414
29,75969776,75969861
30,75970301,75970534
31,75973042,75973175
32,75978939,75979042
33,75979600,75979742
34,75989179,75989267
35,75991278,75991491
36,75993811,75993972
37,75996900,75997038
38,75998306,75998415
39,76003024,76003138

>IQGAP3,chr1:156496277,156542321
1,156496277,156496391
2,156497743,156497852
3,156498300,156498402
4,156498707,156498874
5,156499896,156500109
6,156500951,156501039
7,156502771,156502898
8,156503564,156503667
9,156503800,156503933
10,156504292,156504525
11,156504954,156505039
12,156506972,156507113
13,156508600,156508825
14,156509165,156509329
15,156509629,156509782
16,156510499,156510708
17,156513772,156513842
18,156513943,156514015
19,156514180,156514264
20,156517864,156518035
21,156518139,156518279
22,156518372,156518540
23,156520052,156520143
24,156521496,156521660
25,156521765,156521887
26,156524026,156524184
27,156526324,156526485
28,156530725,156530813
29,156531629,156531793
30,156532378,156532457
31,156532925,156533104
32,156533344,156533458
33,156533548,156533616
34,156534406,156534483
35,156535818,156535896
36,156536181,156536338
37,156539167,156539255
38,156542284,156542321

>COL27A1,chr9:116918230,117072975
1,116918230,116918292
2,116924994,116925065
3,116929968,116931743
4,116940570,116940624
5,116945301,116945355
6,116956683,116956737
7,116958238,116958292
8,116967381,116967426
9,116968038,116968092
10,116968531,116968576
11,116971954,116972008
12,116973261,116973306
13,116982070,116982124
14,116984502,116984547
15,116993358,116993412
16,116994101,116994146
17,116997878,116997932
18,116999260,116999314
19,116999941,116999995
20,117002499,117002553
21,117002713,117002767
22,117004466,117004511
23,117005786,117005840
24,117008145,117008190
25,117012894,117012948
26,117014872,117014926
27,117015158,117015212
28,117020820,117020874
29,117026634,117026688
30,117027203,117027248
31,117027345,117027390
32,117027701,117027755
33,117028844,117028898
34,117029783,117029837
35,117031520,117031574
36,117033007,117033061
37,117037940,117038048
38,117044556,117044610
39,117044736,117044844
40,117045988,117046042
41,117047003,117047057
42,117050734,117050791
43,117050981,117051035
44,117051193,117051247
45,117051521,117051575
46,117052337,117052391
47,117052503,117052611
48,117053089,117053197
49,117054382,117054490
50,117062349,117062403
51,117062904,117062967
52,117063351,117063405
53,117063563,117063599
54,117063724,117063742
55,117063961,117063997
56,117064361,117064388
57,117066887,117066953
58,117068799,117068968
59,117069948,117070058
60,117071539,117071758
61,117072828,117072975

>AMOTL2,chr3:134076546,134094142
1,134076546,134076605
2,134077381,134077558
3,134077381,134077561
4,134078124,134078345
5,134078947,134079249
6,134078947,134079255
7,134080353,134080649
8,134084658,134084751
9,134085124,134085269
10,134086338,134086645
11,134089541,134090275
12,134089541,134090336
13,134094029,134094142

>CTRC,chr1:15764960,15773084
1,15764960,15765000
2,15766795,15766887
3,15766988,15767086
4,15768942,15769068
5,15769913,15769957
6,15769913,15770050
7,15771100,15771246
8,15772091,15772244
9,15773069,15773084

>DIAPH1,chr5:140896417,140998481
1,140896417,140896575
2,140903709,140903796
3,140905604,140905740
4,140905863,140906026
5,140905863,140906028
6,140907137,140907264
7,140907139,140907264
8,140908019,140908149
9,140908268,140908508
10,140908738,140908840
11,140909169,140909264
12,140913901,140914000
13,140915620,140915629
14,140940457,140940469
15,140950994,140951003
16,140951492,140951607
17,140953058,140953510
18,140953058,140953775
19,140953546,140953775
20,140954533,140954713
21,140955796,140955861
22,140956322,140956438
23,140957041,140957158
24,140957791,140957910
25,140958081,140958192
26,140958654,140958763
27,140960310,140960450
28,140961878,140961942
29,140962772,140962859
30,140963051,140963182
31,140963690,140963792
32,140966608,140966746
33,140966608,140966764
34,140967790,140967817
35,140998364,140998481

>PRDX1,chr1:45977000,45984715
1,45977000,45977086
2,45980178,45980309
3,45980544,45980567
4,45980544,45980667
5,45981325,45981479
6,45984609,45984715
7,45984661,45984715

>PLEKHA6,chr1:204192597,204242855
1,204192597,204192713
2,204197210,204197356
3,204197855,204197989
4,204198064,204198232
5,204199540,204199714
6,204210502,204210609
7,204210812,204210942
8,204213991,204214131
9,204214742,204214854
10,204216492,204216588
11,204217948,204218098
12,204218311,204218392
13,204219673,204219742
14,204226480,204226997
15,204228385,204228868
16,204230433,204230576
17,204230433,204230636
18,204234069,204234170
19,204236602,204236675
20,204237335,204237440
21,204242753,204242855

>UBE2R2,chr9:33817755,33917235
