HGNC ID	Approved Symbol	Approved Name	UniProt ID(supplied by UniProt)
HGNC:39660	ST6GALNAC4P1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1	
HGNC:19342	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	Q9BVH7
HGNC:23364	ST6GALNAC6	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6	Q969X2
HGNC:11351	ST7	suppression of tumorigenicity 7	Q9NRC1
HGNC:16000	ST7-AS1	ST7 antisense RNA 1	
HGNC:16044	ST7-AS2	ST7 antisense RNA 2	
HGNC:16045	ST7-OT3	ST7 overlapping transcript 3	
HGNC:18835	ST7-OT4	ST7 overlapping transcript 4	
HGNC:18441	ST7L	suppression of tumorigenicity 7 like	Q8TDW4
HGNC:11352	ST8	suppression of tumorigenicity 8 (ovarian)	
HGNC:10869	ST8SIA1	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	Q92185
HGNC:10870	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	Q92186
HGNC:14269	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3	O43173
HGNC:10871	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	Q92187
HGNC:17827	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	O15466
HGNC:23317	ST8SIA6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	P61647
HGNC:44880	ST8SIA6-AS1	ST8SIA6 antisense RNA 1	
HGNC:11341	ST11	suppression of tumorigenicity 11 (pancreas)	
HGNC:11343	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	P50502
HGNC:38715	ST13P1	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 1	
HGNC:38716	ST13P2	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 2	
HGNC:18552	ST13P3	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 3	
HGNC:18487	ST13P4	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4	Q8IZP2
HGNC:18556	ST13P5	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 5	Q8NFI4
HGNC:18557	ST13P6	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 6	
HGNC:18558	ST13P7	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 7	
HGNC:38743	ST13P8	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 8	
HGNC:38744	ST13P9	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 9	
HGNC:38745	ST13P10	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 10	
HGNC:38746	ST13P11	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 11	
HGNC:38787	ST13P12	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 12	
HGNC:38788	ST13P13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 13	
HGNC:38849	ST13P14	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 14	
HGNC:38850	ST13P15	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 15	
HGNC:38851	ST13P16	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 16	
HGNC:38859	ST13P17	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 17	
HGNC:38861	ST13P18	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 18	
HGNC:38862	ST13P19	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 19	
HGNC:38863	ST13P20	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 20	
HGNC:38864	ST13P21	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 21	
HGNC:38865	ST13P22	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 22	
HGNC:11344	ST14	suppression of tumorigenicity 14	Q9Y5Y6
HGNC:18695	ST18	ST18, C2H2C-type zinc finger	O60284
HGNC:33520	ST20	suppressor of tumorigenicity 20	Q9HBF5
HGNC:27521	ST20-AS1	ST20 antisense RNA 1	Q8NBB2
HGNC:44655	ST20-MTHFS	ST20-MTHFS readthrough	
HGNC:18628	STAB1	stabilin 1	Q9NY15
HGNC:18629	STAB2	stabilin 2	Q8WWQ8
HGNC:11353	STAC	SH3 and cysteine rich domain	Q99469
HGNC:23990	STAC2	SH3 and cysteine rich domain 2	Q6ZMT1
HGNC:28423	STAC3	SH3 and cysteine rich domain 3	Q96MF2
HGNC:11354	STAG1	stromal antigen 1	Q8WVM7
HGNC:11355	STAG2	stromal antigen 2	Q8N3U4
HGNC:11356	STAG3	stromal antigen 3	Q9UJ98
HGNC:33852	STAG3L1	stromal antigen 3-like 1 (pseudogene)	P0CL83
HGNC:33886	STAG3L2	stromal antigen 3-like 2 (pseudogene)	P0CL84
HGNC:33845	STAG3L3	stromal antigen 3-like 3 (pseudogene)	P0CL85
HGNC:33887	STAG3L4	stromal antigen 3-like 4 (pseudogene)	Q8TBR4
HGNC:48896	STAG3L5P	stromal antigen 3-like 5 pseudogene	
HGNC:48898	STAG3L5P-PVRIG2P-PILRB	STAG3L5P-PVRIG2P-PILRB readthrough	
HGNC:11357	STAM	signal transducing adaptor molecule	Q92783
HGNC:49568	STAM-AS1	STAM antisense RNA 1 (head to head)	
HGNC:11358	STAM2	signal transducing adaptor molecule 2	O75886
HGNC:16950	STAMBP	STAM binding protein	O95630
HGNC:24105	STAMBPL1	STAM binding protein like 1	Q96FJ0
HGNC:24133	STAP1	signal transducing adaptor family member 1	Q9ULZ2
HGNC:30430	STAP2	signal transducing adaptor family member 2	Q9UGK3
HGNC:11359	STAR	steroidogenic acute regulatory protein	P49675
HGNC:17579	STARD3	StAR related lipid transfer domain containing 3	Q14849
HGNC:19169	STARD3NL	STARD3 N-terminal like	O95772
HGNC:18058	STARD4	StAR related lipid transfer domain containing 4	Q96DR4
HGNC:44117	STARD4-AS1	STARD4 antisense RNA 1	
HGNC:18065	STARD5	StAR related lipid transfer domain containing 5	Q9NSY2
HGNC:18066	STARD6	StAR related lipid transfer domain containing 6	P59095
HGNC:18063	STARD7	StAR related lipid transfer domain containing 7	Q9NQZ5
HGNC:40827	STARD7-AS1	STARD7 antisense RNA 1	
HGNC:19161	STARD8	StAR related lipid transfer domain containing 8	Q92502
HGNC:19162	STARD9	StAR related lipid transfer domain containing 9	Q9P2P6
HGNC:10666	STARD10	StAR related lipid transfer domain containing 10	Q9Y365
HGNC:19164	STARD13	StAR related lipid transfer domain containing 13	Q9Y3M8
HGNC:40873	STARD13-AS	STARD13 antisense RNA	
HGNC:41453	STARD13-IT1	STARD13 intronic transcript 1	
HGNC:11360	STARP1	steroidogenic acute regulatory protein pseudogene 1	
HGNC:11362	STAT1	signal transducer and activator of transcription 1	P42224
HGNC:11363	STAT2	signal transducer and activator of transcription 2	P52630
HGNC:11364	STAT3	signal transducer and activator of transcription 3	P40763
HGNC:11365	STAT4	signal transducer and activator of transcription 4	Q14765
HGNC:11366	STAT5A	signal transducer and activator of transcription 5A	P42229
HGNC:11367	STAT5B	signal transducer and activator of transcription 5B	P51692
HGNC:11368	STAT6	signal transducer and activator of transcription 6	P42226
HGNC:11369	STATH	statherin	P02808
HGNC:11370	STAU1	staufen double-stranded RNA binding protein 1	O95793
HGNC:11371	STAU2	staufen double-stranded RNA binding protein 2	Q9NUL3
HGNC:44101	STAU2-AS1	STAU2 antisense RNA 1	
HGNC:24854	STBD1	starch binding domain 1	O95210
HGNC:11373	STC1	stanniocalcin 1	P52823
HGNC:11374	STC2	stanniocalcin 2	O76061
HGNC:11378	STEAP1	six transmembrane epithelial antigen of the prostate 1	Q9UHE8
HGNC:41907	STEAP1B	STEAP family member 1B	Q6NZ63
HGNC:17885	STEAP2	STEAP2 metalloreductase	Q8NFT2
HGNC:40820	STEAP2-AS1	STEAP2 antisense RNA 1	
HGNC:24592	STEAP3	STEAP3 metalloreductase	Q658P3
HGNC:41053	STEAP3-AS1	STEAP3 antisense RNA 1	
HGNC:21923	STEAP4	STEAP4 metalloreductase	Q687X5
HGNC:18839	STH	saitohin	Q8IWL8
HGNC:10879	STIL	SCL/TAL1 interrupting locus	Q15468
HGNC:11386	STIM1	stromal interaction molecule 1	Q13586
HGNC:19205	STIM2	stromal interaction molecule 2	Q9P246
HGNC:11387	STIP1	stress induced phosphoprotein 1	P31948
HGNC:49552	STIP1P1	stress induced phosphoprotein 1 pseudogene 1	
HGNC:49553	STIP1P2	stress induced phosphoprotein 1 pseudogene 2	
HGNC:49554	STIP1P3	stress induced phosphoprotein 1 pseudogene 3	
HGNC:11406	STK3	serine/threonine kinase 3	Q13188
HGNC:11408	STK4	serine/threonine kinase 4	Q13043
HGNC:43811	STK4-AS1	STK4 antisense RNA 1 (head to head)	
HGNC:11388	STK10	serine/threonine kinase 10	O94804
HGNC:11389	STK11	serine/threonine kinase 11	Q15831
HGNC:19184	STK11IP	serine/threonine kinase 11 interacting protein	Q8N1F8
HGNC:11394	STK16	serine/threonine kinase 16	O75716
HGNC:19283	STK16P1	serine/threonine kinase 16 pseudogene 1	
HGNC:11395	STK17A	serine/threonine kinase 17a	Q9UEE5
HGNC:11396	STK17B	serine/threonine kinase 17b	O94768
HGNC:11398	STK19	serine/threonine kinase 19	P49842
HGNC:21668	STK19B	serine/threonine kinase 19B (pseudogene)	
HGNC:11403	STK24	serine/threonine kinase 24	Q9Y6E0
HGNC:39935	STK24-AS1	STK24 antisense RNA 1	
HGNC:50360	STK24P1	serine/threonine kinase 24 pseudogene 1	
HGNC:11404	STK25	serine/threonine kinase 25	O00506
HGNC:50361	STK25P1	serine/threonine kinase 25 pseudogene 1	
HGNC:18174	STK26	serine/threonine protein kinase 26	Q9P289
HGNC:11407	STK31	serine/threonine kinase 31	Q9BXU1
HGNC:28317	STK32A	serine/threonine kinase 32A	Q8WU08
HGNC:14217	STK32B	serine/threonine kinase 32B	Q9NY57
HGNC:21332	STK32C	serine/threonine kinase 32C	Q86UX6
HGNC:14568	STK33	serine/threonine kinase 33	Q9BYT3
HGNC:26871	STK33P1	serine/threonine kinase 33 pseudogene 1	
HGNC:16254	STK35	serine/threonine kinase 35	Q8TDR2
HGNC:17209	STK36	serine/threonine kinase 36	Q9NRP7
HGNC:17847	STK38	serine/threonine kinase 38	Q15208
HGNC:17848	STK38L	serine/threonine kinase 38 like	Q9Y2H1
HGNC:17717	STK39	serine/threonine kinase 39	Q9UEW8
HGNC:21373	STK40	serine/threonine kinase 40	Q8N2I9
HGNC:28669	STKLD1	serine/threonine kinase-like domain containing 1	Q8NE28
HGNC:6510	STMN1	stathmin 1	P16949
HGNC:44062	STMN1P1	stathmin 1 pseudogene 1	
HGNC:44063	STMN1P2	stathmin 1 pseudogene 2	
HGNC:10577	STMN2	stathmin 2	Q93045
HGNC:15926	STMN3	stathmin 3	Q9NZ72
HGNC:16078	STMN4	stathmin 4	Q9H169
HGNC:44668	STMND1	stathmin domain containing 1	H3BQB6
HGNC:3383	STOM	stomatin	P27105
HGNC:14560	STOML1	stomatin like 1	Q9UBI4
HGNC:14559	STOML2	stomatin like 2	Q9UJZ1
HGNC:19420	STOML3	stomatin like 3	Q8TAV4
HGNC:17003	STON1	stonin 1	Q9Y6Q2
HGNC:30651	STON1-GTF2A1L	STON1-GTF2A1L readthrough	
HGNC:30652	STON2	stonin 2	Q8WXE9
HGNC:23508	STOX1	storkhead box 1	Q6ZVD7
HGNC:25450	STOX2	storkhead box 2	Q9P2F5
HGNC:28070	STPG1	sperm tail PG-rich repeat containing 1	Q5TH74
HGNC:28712	STPG2	sperm tail PG-rich repeat containing 2	Q8N412
HGNC:41209	STPG2-AS1	STPG2 antisense RNA 1	
HGNC:37285	STPG3	sperm-tail PG-rich repeat containing 3	Q8N7X2
HGNC:30650	STRA6	stimulated by retinoic acid 6	Q9BX79
HGNC:30653	STRA8	stimulated by retinoic acid 8	Q7Z7C7
HGNC:11422	STRA13	stimulated by retinoic acid 13	A8MT69
HGNC:30172	STRADA	STE20-related kinase adaptor alpha	Q7RTN6
HGNC:13205	STRADB	STE20-related kinase adaptor beta	Q9C0K7
HGNC:22478	STRADBP1	STE20-related kinase adaptor beta pseudogene 1	
HGNC:30796	STRAP	serine/threonine kinase receptor associated protein	Q9Y3F4
HGNC:16462	STRBP	spermatid perinuclear RNA binding protein	Q96SI9
HGNC:16035	STRC	stereocilin	Q7RTU9
HGNC:33915	STRCP1	stereocilin pseudogene 1	A6NGW2
HGNC:25916	STRIP1	striatin interacting protein 1	Q5VSL9
HGNC:22209	STRIP2	striatin interacting protein 2	Q9ULQ0
HGNC:11424	STRN	striatin	O43815
HGNC:15720	STRN3	striatin 3	Q13033
HGNC:15721	STRN4	striatin 4	Q9NRL3
HGNC:11425	STS	steroid sulfatase (microsomal), isozyme S	P08842
HGNC:11426	STSP1	steroid sulfatase (microsomal) pseudogene 1	
HGNC:6172	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex	P46977
HGNC:44585	STT3A-AS1	STT3A antisense RNA 1	
HGNC:30611	STT3B	STT3B, catalytic subunit of the oligosaccharyltransferase complex	Q8TCJ2
HGNC:11427	STUB1	STIP1 homology and U-box containing protein 1	Q9UNE7
HGNC:30491	STUM	stum, mechanosensory transduction mediator homolog	Q69YW2
HGNC:11433	STX1A	syntaxin 1A	Q16623
HGNC:18539	STX1B	syntaxin 1B	P61266
HGNC:3403	STX2	syntaxin 2	P32856
HGNC:11438	STX3	syntaxin 3	Q13277
HGNC:11439	STX4	syntaxin 4	Q12846
HGNC:11440	STX5	syntaxin 5	Q13190
HGNC:11441	STX6	syntaxin 6	O43752
HGNC:11442	STX7	syntaxin 7	O15400
HGNC:11443	STX8	syntaxin 8	Q9UNK0
HGNC:49855	STX8P1	syntaxin 8 pseudogene 1	
HGNC:11428	STX10	syntaxin 10	O60499
HGNC:11429	STX11	syntaxin 11	O75558
HGNC:11430	STX12	syntaxin 12	Q86Y82
HGNC:11431	STX16	syntaxin 16	O14662
HGNC:41993	STX16-NPEPL1	STX16-NPEPL1 readthrough (NMD candidate)	
HGNC:11432	STX17	syntaxin 17	P56962
HGNC:51174	STX17-AS1	STX17 antisense RNA 1	
HGNC:15942	STX18	syntaxin 18	Q9P2W9
HGNC:48877	STX18-AS1	STX18 antisense RNA 1 (head to head)	
HGNC:41415	STX18-IT1	STX18 intronic transcript 1	
HGNC:43995	STX18P1	syntaxin 18 pseudogene 1	
HGNC:19300	STX19	syntaxin 19	Q8N4C7
HGNC:11444	STXBP1	syntaxin binding protein 1	P61764
HGNC:11445	STXBP2	syntaxin binding protein 2	Q15833
HGNC:11446	STXBP3	syntaxin binding protein 3	O00186
HGNC:19694	STXBP4	syntaxin binding protein 4	Q6ZWJ1
HGNC:19665	STXBP5	syntaxin binding protein 5	Q5T5C0
HGNC:44183	STXBP5-AS1	STXBP5 antisense RNA 1	
HGNC:30757	STXBP5L	syntaxin binding protein 5 like	Q9Y2K9
HGNC:19666	STXBP6	syntaxin binding protein 6	Q8NFX7
HGNC:18889	STYK1	serine/threonine/tyrosine kinase 1	Q6J9G0
HGNC:11447	STYX	serine/threonine/tyrosine interacting protein	Q8WUJ0
HGNC:18165	STYXL1	serine/threonine/tyrosine interacting-like 1	Q9Y6J8
HGNC:19985	SUB1	SUB1 homolog, transcriptional regulator	P53999
HGNC:32300	SUB1P1	SUB1 homolog, transcriptional regulator pseudogene 1	
HGNC:43992	SUB1P2	SUB1 homolog, transcriptional regulator pseudogene 2	
HGNC:43993	SUB1P3	SUB1 homolog, transcriptional regulator pseudogene 3	
HGNC:43994	SUB1P4	SUB1 homolog, transcriptional regulator pseudogene 4	
HGNC:11448	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	Q9P2R7
HGNC:39965	SUCLA2-AS1	SUCLA2 antisense RNA 1	
HGNC:21632	SUCLA2P1	succinate-CoA ligase ADP-forming beta subunit pseudogene 1	
HGNC:38102	SUCLA2P2	succinate-CoA ligase ADP-forming beta subunit pseudogene 2	
HGNC:38103	SUCLA2P3	succinate-CoA ligase ADP-forming beta subunit pseudogene 3	
HGNC:11449	SUCLG1	succinate-CoA ligase alpha subunit	P53597
HGNC:11450	SUCLG2	succinate-CoA ligase GDP-forming beta subunit	Q96I99
HGNC:49643	SUCLG2-AS1	SUCLG2 antisense RNA 1 (head to head)	
HGNC:43996	SUCLG2P1	succinate-CoA ligase GDP-forming beta subunit pseudogene 1	
HGNC:43997	SUCLG2P2	succinate-CoA ligase GDP-forming beta subunit pseudogene 2	
HGNC:43998	SUCLG2P3	succinate-CoA ligase GDP-forming beta subunit pseudogene 3	
HGNC:43999	SUCLG2P4	succinate-CoA ligase GDP-forming beta subunit pseudogene 4	
HGNC:4542	SUCNR1	succinate receptor 1	Q9BXA5
HGNC:1240	SUCO	SUN domain containing ossification factor	Q9UBS9
HGNC:29545	SUDS3	SDS3 homolog, SIN3A corepressor complex component	Q9H7L9
HGNC:44000	SUDS3P1	SDS3 homolog, SIN3A corepressor complex component pseudogene 1	
HGNC:16466	SUFU	SUFU negative regulator of hedgehog signaling	Q9UMX1
HGNC:16001	SUGCT	succinyl-CoA:glutarate-CoA transferase	Q9HAC7
HGNC:18643	SUGP1	SURP and G-patch domain containing 1	Q8IWZ8
HGNC:18641	SUGP2	SURP and G-patch domain containing 2	Q8IX01
HGNC:16987	SUGT1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	Q9Y2Z0
HGNC:19384	SUGT1P1	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 1	
HGNC:31377	SUGT1P2	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 2	
HGNC:20513	SUGT1P3	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone pseudogene 3	
HGNC:20391	SULF1	sulfatase 1	Q8IWU6
HGNC:20392	SULF2	sulfatase 2	Q8IWU5
HGNC:11453	SULT1A1	sulfotransferase family 1A member 1	P50225
HGNC:11454	SULT1A2	sulfotransferase family 1A member 2	P50226
HGNC:11455	SULT1A3	sulfotransferase family 1A member 3	P0DMM9
HGNC:30004	SULT1A4	sulfotransferase family 1A member 4	P0DMN0
HGNC:17845	SULT1B1	sulfotransferase family 1B member 1	O43704
HGNC:11456	SULT1C2	sulfotransferase family 1C member 2	O00338
HGNC:33545	SULT1C2P1	sulfotransferase family 1C member 2 pseudogene 1	
HGNC:51595	SULT1C2P2	sulfotransferase family, cytosolic, 1C, member 2 pseudogene 2	
HGNC:33543	SULT1C3	sulfotransferase family 1C member 3	Q6IMI6
HGNC:11457	SULT1C4	sulfotransferase family 1C member 4	O75897
HGNC:30659	SULT1D1P	sulfotransferase family 1D member 1, pseudogene	
HGNC:11377	SULT1E1	sulfotransferase family 1E member 1	P49888
HGNC:11458	SULT2A1	sulfotransferase family 2A member 1	Q06520
HGNC:11459	SULT2B1	sulfotransferase family 2B member 1	O00204
HGNC:14903	SULT4A1	sulfotransferase family 4A member 1	Q9BR01
HGNC:33433	SULT6B1	sulfotransferase family 6B member 1	Q6IMI4
HGNC:20376	SUMF1	sulfatase modifying factor 1	Q8NBK3
HGNC:20415	SUMF2	sulfatase modifying factor 2	Q8NBJ7
HGNC:12502	SUMO1	small ubiquitin-like modifier 1	P63165
HGNC:33148	SUMO1P1	SUMO1 pseudogene 1	
HGNC:33149	SUMO1P2	SUMO1 pseudogene 2	
HGNC:33150	SUMO1P3	SUMO1 pseudogene 3	
HGNC:33151	SUMO1P4	SUMO1 pseudogene 4	
HGNC:33152	SUMO1P5	SUMO1 pseudogene 5	
HGNC:11125	SUMO2	small ubiquitin-like modifier 2	P61956
HGNC:13985	SUMO2P1	SUMO2 pseudogene 1	
HGNC:39012	SUMO2P2	SUMO2 pseudogene 2	
HGNC:39013	SUMO2P3	SUMO2 pseudogene 3	
HGNC:39014	SUMO2P4	SUMO2 pseudogene 4	
HGNC:39015	SUMO2P5	SUMO2 pseudogene 5	
HGNC:39016	SUMO2P6	SUMO2 pseudogene 6	
HGNC:39017	SUMO2P7	SUMO2 pseudogene 7	
HGNC:39018	SUMO2P8	SUMO2 pseudogene 8	
HGNC:49348	SUMO2P10	SUMO2 pseudogene 10	
HGNC:49349	SUMO2P11	SUMO2 pseudogene 11	
HGNC:49350	SUMO2P12	SUMO2 pseudogene 12	
HGNC:49351	SUMO2P13	SUMO2 pseudogene 13	
HGNC:49352	SUMO2P14	SUMO2 pseudogene 14	
HGNC:49353	SUMO2P15	SUMO2 pseudogene 15	
HGNC:49354	SUMO2P16	SUMO2 pseudogene 16	
HGNC:49358	SUMO2P17	SUMO2 pseudogene 17	
HGNC:49356	SUMO2P18	SUMO2 pseudogene 18	
HGNC:49357	SUMO2P19	SUMO2 pseudogene 19	
HGNC:49355	SUMO2P20	SUMO2 pseudogene 20	
HGNC:11124	SUMO3	small ubiquitin-like modifier 3	P55854
HGNC:21181	SUMO4	small ubiquitin-like modifier 4	Q6EEV6
HGNC:18587	SUN1	Sad1 and UNC84 domain containing 1	O94901
HGNC:14210	SUN2	Sad1 and UNC84 domain containing 2	Q9UH99
HGNC:22429	SUN3	Sad1 and UNC84 domain containing 3	Q8TAQ9
HGNC:16252	SUN5	Sad1 and UNC84 domain containing 5	Q8TC36
HGNC:11460	SUOX	sulfite oxidase	P51687
HGNC:11466	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	O75486
HGNC:11467	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	P63272
HGNC:33981	SUPT4H1P1	SPT4 homolog, DSIF elongation factor subunit pseudogene	
HGNC:50823	SUPT4H1P2	SPT4 homolog, DSIF elongation factor subunit pseudogene 2	
HGNC:11469	SUPT5H	SPT5 homolog, DSIF elongation factor subunit	O00267
HGNC:11470	SUPT6H	SPT6 homolog, histone chaperone	Q7KZ85
HGNC:30632	SUPT7L	SPT7-like STAGA complex gamma subunit	O94864
HGNC:11465	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	Q9Y5B9
HGNC:31388	SUPT16HP1	SPT16 homolog, facilitates chromatin remodeling subunit pseudogene 1	
HGNC:20596	SUPT20H	SPT20 homolog, SAGA complex component	Q8NEM7
HGNC:30773	SUPT20HL1	SPT20 homolog, SAGA complex component-like 1	Q3ZLR7
HGNC:31797	SUPT20HL2	SPT20 homolog, SAGA complex component-like 2	P0C7V6
HGNC:11471	SUPV3L1	Suv3 like RNA helicase	Q8IYB8
HGNC:11474	SURF1	surfeit 1	Q15526
HGNC:11475	SURF2	surfeit 2	Q15527
HGNC:11476	SURF4	surfeit 4	O15260
HGNC:11478	SURF6	surfeit 6	O75683
HGNC:37722	SURF6P1	surfeit 6 pseudogene 1	
HGNC:25413	SUSD1	sushi domain containing 1	Q6UWL2
HGNC:30667	SUSD2	sushi domain containing 2	Q9UGT4
HGNC:33889	SUSD2P1	sushi domain containing 2 pseudogene 1	
HGNC:35197	SUSD2P2	sushi domain containing 2 pseudogene 2	
HGNC:28391	SUSD3	sushi domain containing 3	Q96L08
HGNC:25470	SUSD4	sushi domain containing 4	Q5VX71
HGNC:29061	SUSD5	sushi domain containing 5	O60279
HGNC:19956	SUSD6	sushi domain containing 6	Q92537
HGNC:11479	SUV39H1	suppressor of variegation 3-9 homolog 1	O43463
HGNC:17287	SUV39H2	suppressor of variegation 3-9 homolog 2	Q9H5I1
HGNC:17101	SUZ12	SUZ12 polycomb repressive complex 2 subunit	Q15022
HGNC:32421	SUZ12P1	SUZ12 polycomb repressive complex 2 subunit pseudogene 1	
HGNC:43872	SUZ12P2	SUZ12 polycomb repressive complex 2 subunit pseudogene 2	
HGNC:20566	SV2A	synaptic vesicle glycoprotein 2A	Q7L0J3
HGNC:16874	SV2B	synaptic vesicle glycoprotein 2B	Q7L1I2
HGNC:30670	SV2C	synaptic vesicle glycoprotein 2C	Q496J9
HGNC:29204	SVBP	small vasohibin binding protein	Q8N300
HGNC:15985	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	Q4LDE5
HGNC:11480	SVIL	supervillin	O95425
HGNC:51219	SVIL-AS1	SVIL antisense RNA 1	
HGNC:44959	SVILP1	supervillin pseudogene 1	
HGNC:25238	SVIP	small VCP/p97-interacting protein	Q8NHG7
HGNC:25417	SVOP	SV2 related protein	Q8N4V2
HGNC:27034	SVOPL	SVOP like	Q8N434
HGNC:17070	SWAP70	SWAP switching B-cell complex 70kDa subunit	Q9UH65
HGNC:31412	SWI5	SWI5 homologous recombination repair protein	Q1ZZU3
HGNC:26638	SWSAP1	SWIM-type zinc finger 7 associated protein 1	Q6NVH7
HGNC:16785	SWT1	SWT1, RNA endoribonuclease homolog	Q5T5J6
HGNC:16273	SYAP1	synapse associated protein 1	Q96A49
HGNC:26011	SYBU	syntabulin	Q9NX95
HGNC:28852	SYCE1	synaptonemal complex central element protein 1	Q8N0S2
HGNC:37236	SYCE1L	synaptonemal complex central element protein 1 like	A8MT33
HGNC:27411	SYCE2	synaptonemal complex central element protein 2	Q6PIF2
HGNC:35245	SYCE3	synaptonemal complex central element protein 3	A1L190
